SpecCode,Species,AutoCtr,StockCode,E_CODE,PopGrowthRef,Sex,Data,DataSourceRef,Loo,Number,r2,SE_Loo,SD_Loo,LCL_Loo,UCL_Loo,AssumedDistLoo,TLinfinity,K,SE_K,SD_K,LCL_K,UCL_K,AssumedDistK,to,SE_to,SD_to,LCL_to,UCL_to,Type,MethodGrowth,Winfinity,LinfLmax,Auxim,LogKLogLoo,SourceWinfinity,b,C,tmax,tmaxRef,tm,M,MethodM,Mquality,MRef,Number_M,r2_M,SE_M,SD_M,LCL_M,UCL_M,AssumedDistM,Lm,LmLoo,LmSex,TypeLm,unsexedRef,LmMale,LmLooMale,LmFemale,LmLooFemale,Locality,YearStart,YearEnd,YearRemark,C_Code,GrowthEnviron,Temperature,DeltaT,TempRef,Rm,Comment,Comment2,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS
5565,Chaetodon lunula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14300,Chaetodon lunulatus,8562,14140,411,56380,unsexed,daily otolith rings,56380,11.28,NA,NA,NA,NA,NA,NA,NA,NA,0.308,NA,NA,NA,NA,NA,-5.127,NA,NA,NA,NA,TL,other linearizations of VBGF,NA,0,unchecked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lizard Island (14<b0>40'S, 145<b0>28'E), February 2003",2003,2003,sampling year,036,open waters,NA,NA,56380,NA,NA,NA,2,2006-03-09T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5567,Chaetodon mertensii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6550,Chaetodon ornatissimus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6606,Chaetodon pelewensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,Chaetodon quadrimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5574,Chaetodon reticulatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12537,Chaetodon trichrous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5578,Chaetodon trifascialis,7236,5868,105,48600,unsexed,length-frequencies,48600,14.5,NA,NA,NA,NA,NA,NA,NA,14.5,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,ELEFAN I,NA,0,unchecked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lakshadweep lagoons,1993,1997,sampling year,356,open waters,27,NA,37814,NA,NA,NA,3,2003-09-04T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5578,Chaetodon trifascialis,9943,5868,243,58360,mixed,annuli on otoliths,58360,11.1,NA,NA,NA,NA,NA,NA,NA,11.1,0.693,NA,NA,NA,NA,NA,-0.464,NA,NA,NA,NA,TL,NA,NA,0,unchecked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lizard Island (14<b0>40' S, 145<b0>28' E)",2003,NA,sampling year,036,open waters,NA,NA,NA,NA,NA,NA,3,2008-12-23T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5580,Chaetodon ulietensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5581,Chaetodon unimaculatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5582,Chaetodon vagabundus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Chanos chanos,620,95,NA,131,unsexed,NA,131,47.9,NA,NA,NA,NA,NA,NA,NA,47.9,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,NA,-1,unchecked,-0.02155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lagoons, pen culture",1986,NA,publication year,144,captivity,NA,NA,NA,NA,NA,NA,3,1998-08-18T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
80,Chanos chanos,621,95,NA,131,unsexed,NA,131,50.6,NA,NA,NA,NA,NA,NA,NA,50.6,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,NA,-1,unchecked,-0.0537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lagoons, pen culture",1986,NA,publication year,144,captivity,NA,NA,NA,NA,NA,NA,3,1998-08-18T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
80,Chanos chanos,622,95,NA,1751,unsexed,NA,782,31.5,NA,NA,NA,NA,NA,NA,NA,31.5,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,NA,NA,-1,unchecked,0.24268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,culture pond,1960,NA,publication year,356,captivity,NA,NA,NA,NA,NA,NA,3,1991-09-14T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
80,Chanos chanos,9965,95,NA,81192,unsexed,length-frequencies,81192,29.4,NA,NA,NA,NA,NA,NA,NA,39.7,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FL,other linearizations of VBGF,NA,-1,doubtful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nursery pond,NA,NA,NA,608,captivity,NA,NA,NA,NA,"105-day culture period; 9,000 fish per 8,400 sq.m.",NA,3,2009-06-24T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5598,Cheilinus chlorourus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5602,Cheilinus oxycephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5603,Cheilinus trilobatus,7228,5895,105,48600,unsexed,length-frequencies,48600,25.5,NA,NA,NA,NA,NA,NA,NA,25.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,ELEFAN I,NA,0,doubtful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lakshadweep lagoon,1993,1997,sampling year,356,open waters,27,NA,37814,NA,NA,NA,3,2003-09-03T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5604,Cheilinus undulatus,4512,5896,127,4895,unsexed,length-frequencies,4895,138,NA,NA,NA,NA,NA,NA,NA,138,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,ELEFAN I,NA,0,unchecked,-0.46732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,NA,publication year,585,open waters,23,NA,37814,NA,NA,NA,3,1994-01-31T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5623,Cheilio inermis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5781,Cheilodipterus macrodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5482,Cheilodipterus quinquelineatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12966,Cypselurus simus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5547,Chlorurus frontalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60479,Chlorurus microrhinos,4402,50280,128,13619,mixed,annuli on otoliths,13619,46.5,NA,NA,NA,NA,NA,NA,NA,56.18483,0.225,NA,NA,NA,NA,NA,0.186,NA,NA,NA,NA,SL,NA,5200,0,unchecked,-0.38851,using LWR of species,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lizard Is. (14<b0>40'S, 145<b0>28'E) and Outer Barrier Reefs",1996,NA,publication year,036,open waters,25.8,NA,NA,NA,Fitted to females and terminal males.,NA,3,1997-11-23T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
60479,Chlorurus microrhinos,21204,50280,NA,52229,unsexed,annuli on many otoliths,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0,unchecked,NA,NA,NA,NA,15,52229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,northern Great Barrier Reef,NA,NA,NA,036,open waters,NA,NA,NA,NA,NA,NA,3,2014-08-26T00:00:00Z,NA,2014-08-26T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,4511,5846,128,13619,mixed,annuli on otoliths,13619,21.1,NA,NA,NA,NA,NA,NA,NA,24.27416,0.452,NA,NA,NA,NA,NA,-0.41,NA,NA,NA,NA,SL,NA,270,0,unchecked,-0.26041,using LWR of species,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lizard Is. (14<b0>40'S, 145<b0>28'E) and Outer Barrier Reefs",1996,NA,publication year,036,open waters,25.8,NA,NA,NA,Fitted to females and terminal males.,NA,3,1997-12-26T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,6771,5846,243,43712,unsexed,annuli on otoliths,43712,16.5,NA,NA,NA,NA,NA,NA,NA,18,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,non-linear regression,NA,-1,unchecked,NA,NA,NA,NA,NA,NA,NA,0.43,age-structured catch curve in unexploited population,NA,43712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hicks Reef, Great Barrier Reef (outer shelf)",1996,1997,sampling year,036,open waters,26,NA,37814,NA,NA,NA,3,2002-10-15T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,6772,5846,243,43712,unsexed,annuli on otoliths,43712,16.6,NA,NA,NA,NA,NA,NA,NA,18.1,1.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,non-linear regression,NA,-1,unchecked,NA,NA,NA,NA,NA,NA,NA,0.4,age-structured catch curve in unexploited population,NA,43712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Day Reef, Great Barrier Reef (outer shelf)",1996,1997,sampling year,036,open waters,26,NA,37814,NA,NA,NA,3,2002-10-15T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,6773,5846,243,43712,unsexed,annuli on otoliths,43712,17.6,NA,NA,NA,NA,NA,NA,NA,19.2,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,non-linear regression,NA,-1,unchecked,NA,NA,NA,NA,NA,NA,NA,0.29,age-structured catch curve in unexploited population,NA,43712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yonge Reef, Great Barrier Reef (outer shelf)",1996,1997,sampling year,036,open waters,26,NA,37814,NA,NA,NA,3,2002-10-15T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,6768,5846,243,43712,unsexed,annuli on otoliths,43712,19.6,NA,NA,NA,NA,NA,NA,NA,21.4,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,non-linear regression,NA,-1,unchecked,NA,NA,NA,NA,NA,NA,NA,0.28,age-structured catch curve in unexploited population,NA,43712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lizard I., GBR  (mid-shelf)",1996,1997,sampling year,036,open waters,26,NA,37814,NA,NA,NA,3,2002-10-15T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,6770,5846,243,43712,unsexed,annuli on otoliths,43712,19.9,NA,NA,NA,NA,NA,NA,NA,22.68755,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,non-linear regression,NA,-1,unchecked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great Barrier Reef (S direction, mid-shelf)",1996,1997,sampling year,036,open waters,26,NA,37814,NA,NA,NA,3,2002-10-15T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,6769,5846,243,43712,unsexed,annuli on otoliths,43712,21.8,NA,NA,NA,NA,NA,NA,NA,23.8,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,non-linear regression,NA,0,unchecked,NA,NA,NA,NA,NA,NA,NA,0.28,age-structured catch curve in unexploited population,NA,43712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Great Barrier Reef (N direction, mid-shelf)",1996,1997,sampling year,036,open waters,26,NA,37814,NA,NA,NA,3,2002-10-15T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,7253,5846,105,48600,unsexed,length-frequencies,48600,31,NA,NA,NA,NA,NA,NA,NA,31,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,ELEFAN I,NA,0,unchecked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lakshadweep lagoons,1993,1997,sampling year,356,open waters,27,NA,37814,NA,NA,NA,3,2003-09-04T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,21205,5846,NA,52229,unsexed,annuli on many otoliths,NA,15.8,NA,NA,NA,NA,NA,NA,NA,NA,1.215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0,unchecked,NA,NA,NA,NA,8,52229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,northern Great Barrier Reef (outer shelf),NA,NA,NA,036,open waters,NA,NA,NA,NA,NA,NA,3,2014-08-26T00:00:00Z,NA,2014-08-26T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,21206,5846,NA,52229,unsexed,annuli on many otoliths,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,1.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0,unchecked,NA,NA,NA,NA,9,52229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,northern Great Barrier Reef (midshelf),NA,NA,NA,036,open waters,NA,NA,NA,NA,NA,NA,3,2014-08-26T00:00:00Z,NA,2014-08-26T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,21207,5846,NA,52229,unsexed,annuli on many otoliths,NA,22.9,NA,NA,NA,NA,NA,NA,NA,NA,0.493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SL,NA,NA,0,unchecked,NA,NA,NA,NA,8,52229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Great Barrier Reef (Heron Is.),NA,NA,NA,036,open waters,NA,NA,NA,NA,NA,NA,3,2014-08-26T00:00:00Z,NA,2014-08-26T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,21208,5846,NA,96720,unsexed,scale annual rings,96720,39.1,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,-1.25,NA,NA,NA,NA,SL,Ford/Walford plot,NA,0,unchecked,NA,NA,NA,NA,18.8,96720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Sea, Jeddah",NA,NA,NA,682,open waters,NA,NA,NA,NA,NA,NA,3,2014-08-26T00:00:00Z,NA,2014-08-26T00:00:00Z,NA,NA,NA
5668,Chromis acares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5669,Chromis agilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5450,Chromis atripectoralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8126,Chromis iomelas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5675,Chromis margaritifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5678,Chromis vanderbilti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5679,Chromis viridis,7242,5972,105,48600,unsexed,length-frequencies,48600,11.5,NA,NA,NA,NA,NA,NA,NA,11.5,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TL,ELEFAN I,NA,-1,doubtful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lakshadweep lagoons,1993,1997,sampling year,356,open waters,27,NA,48600,NA,NA,NA,3,2003-09-04T00:00:00Z,3,2013-02-13T00:00:00Z,NA,NA,NA
5682,Chromis xanthura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5697,Chrysiptera brownriggii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
