SpecCode,Species,autoctr,StockCode,Locality,C_Code,FoodsRefNo,FoodI,PreyStage,FoodII,FoodIII,Commoness,CommonessII,Foodgroup,Foodname,PreySpecCode,PreySpecCodeSLB,AlphaCode,PreyTroph,PreySeTroph,TrophRefNo,PredatorStage,Locality2,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS
5584,Forcipiger flavissimus,11560,5874,NA,840B,3921,zoobenthos,juv./adults,worms,polychaetes,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated. Feeds mostly on the tentacles of the tube worms.,34,1993-09-29T00:00:00Z,34,1997-11-18T00:00:00Z,NA,NA,NA
5584,Forcipiger flavissimus,11561,5874,NA,840B,3921,zooplankton,eggs,fish (early stages),fish eggs/larvae,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1993-09-29T00:00:00Z,309,2004-09-23T00:00:00Z,NA,NA,NA
5585,Forcipiger longirostris,11562,5875,NA,840B,3921,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1993-09-29T00:00:00Z,309,2004-09-23T00:00:00Z,NA,NA,NA
7215,Fusigobius neophytus,38265,7354,"Amitori Bay, Iriomote Island.",392B,51139,detritus,n.a./others,detritus,debris,NA,NA,detritus,detritus,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 1.1-3.2 cm SL",309,2004-08-12T00:00:00Z,NA,2004-08-12T00:00:00Z,NA,NA,NA
7215,Fusigobius neophytus,38266,7354,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,benth. crust.,benth. copepods,NA,NA,Harpacticidae,harpacticoid copepods,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 1.1-3.2 cm SL",309,2004-08-12T00:00:00Z,NA,2004-08-12T00:00:00Z,NA,NA,NA
7215,Fusigobius neophytus,38267,7354,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,Tanaidacea,tanaids,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 1.1-3.2 cm SL",309,2004-08-12T00:00:00Z,NA,2004-08-17T00:00:00Z,NA,NA,NA
7215,Fusigobius neophytus,38269,7354,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,worms,n.a./other annelids,NA,NA,Oligochaeta,oligochaetes,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 1.1-3.2 cm SL",309,2004-08-12T00:00:00Z,309,2004-09-22T00:00:00Z,NA,NA,NA
7215,Fusigobius neophytus,38270,7354,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,worms,non-annelids,NA,NA,Nemertea,nemerteans,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 1.1-3.2 cm SL",309,2004-08-12T00:00:00Z,NA,2004-08-12T00:00:00Z,NA,NA,NA
7215,Fusigobius neophytus,38268,7354,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,worms,polychaetes,NA,NA,Polychaeta,errant polychaetes,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 1.1-3.2 cm SL",309,2004-08-12T00:00:00Z,NA,2004-08-12T00:00:00Z,NA,NA,NA
4464,Gnathanodon speciosus,9852,4664,NA,NA,4887,nekton,juv./adults,finfish,n.a./other finfish,69,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,adults,Also in Ref. 9137 (Indo-Pacific Region inclusive of the East Pacific). Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,10,1992-12-07T00:00:00Z,574,2001-06-19T00:00:00Z,574,2001-06-19T00:00:00Z,NA
4464,Gnathanodon speciosus,22359,4664,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,20,common (6-20%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,"Indo-Pacific Region inclusive of the East Pacific. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000). Also Ref. 4887, 43081.",574,2001-06-14T00:00:00Z,309,2002-12-02T00:00:00Z,574,2001-06-19T00:00:00Z,NA
4464,Gnathanodon speciosus,29293,4664,NA,356,43081,zoobenthos,juv./adults,mollusks,n.a./other mollusks,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,309,2002-12-02T00:00:00Z,NA,2002-12-02T00:00:00Z,NA,NA,NA
1832,Gnathodentex aureolineatus,6108,2028,Bikini.,584,275,nekton,juv./adults,finfish,bony fish,25,very common (21-50%),Atherinidae,Hypoatherina temmincki,NA,NA,NA,NA,NA,NA,adults,Locality: Bikini.,2,1991-05-16T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1832,Gnathodentex aureolineatus,6109,2028,Bikini.,584,275,zoobenthos,juv./adults,benth. crust.,crabs,100,dominant ( > 50%),Xanthidae,unidentified,NA,NA,NA,NA,NA,NA,adults,Locality: Bikini.,2,1991-05-16T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1832,Gnathodentex aureolineatus,6110,2028,Bikini.,584,275,zoobenthos,juv./adults,mollusks,gastropods,75,dominant ( > 50%),Cerithiidae,Cerithium sp.,NA,NA,NA,NA,NA,NA,adults,Locality: Bikini.,2,1991-05-16T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1832,Gnathodentex aureolineatus,22699,2028,NA,NA,9137,zoobenthos,juv./adults,mollusks,n.a./other mollusks,NA,NA,mollusks,unspecified mollusks,NA,NA,NA,NA,NA,NA,juv./adults,Indo-West Pacific Region,574,2001-06-21T00:00:00Z,NA,2001-06-21T00:00:00Z,NA,NA,NA
1832,Gnathodentex aureolineatus,6111,2028,Bikini.,584,275,zoobenthos,juv./adults,worms,polychaetes,25,very common (21-50%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,adults,Locality: Bikini.,2,1991-05-16T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
23595,Gnatholepis anjerensis,54940,18742,NA,404,92171,others,juv./adults,others,n.a./others,NA,NA,benthic invertebrates,benthic invertebrates,NA,NA,NA,NA,NA,NA,juv./adults,NA,2291,2014-01-20T00:00:00Z,NA,2014-01-20T00:00:00Z,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5626,Gomphosus varius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4925,Grammistes sexlineatus,10885,5158,Eastern Canada.,124,4821,nekton,juv./adults,finfish,bony fish,23,very common (21-50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,Also in Ref. 9137 (Indo-Pacific Region). Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2000-11-09T00:00:00Z,574,2001-06-11T00:00:00Z,574,2001-06-11T00:00:00Z,NA
4925,Grammistes sexlineatus,22172,5158,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,53,dominant ( > 50%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,Indo-Pacific Region. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-06-07T00:00:00Z,NA,2001-07-01T00:00:00Z,574,2001-06-11T00:00:00Z,NA
7880,Gymnomuraena zebra,14598,8190,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,Xanthidae,Etisus,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Arno; no.of fish examined=2, male, size=37.5-57.5 cm SL.",34,1993-10-22T00:00:00Z,34,1997-11-18T00:00:00Z,NA,NA,NA
7880,Gymnomuraena zebra,21770,8190,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,dominant ( > 50%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2001-05-28T00:00:00Z,NA,2001-07-04T00:00:00Z,574,2001-05-29T00:00:00Z,NA
7880,Gymnomuraena zebra,14599,8190,Arno.,584,275,zoobenthos,juv./adults,echinoderms,sea urchins,NA,NA,Echinometridae,Echinometra mathaei,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Arno; no.of fish examined=2, male, size=37.5-57.5 cm SL.",34,1993-10-22T00:00:00Z,34,1997-11-18T00:00:00Z,NA,NA,NA
7880,Gymnomuraena zebra,14600,8190,NA,NA,9710,zoobenthos,juv./adults,mollusks,n.a./other mollusks,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-06-21T00:00:00Z,NA,2000-06-21T00:00:00Z,NA,NA,NA
6493,Gymnothorax buroensis,13184,6815,Arno and Eniwetok.,584,275,nekton,juv./adults,finfish,bony fish,5,rare (1-5%),Labridae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno and Eniwetok.,34,1997-02-11T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
6493,Gymnothorax buroensis,13185,6815,Arno and Eniwetok.,584,275,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno and Eniwetok.,34,1997-02-11T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
6493,Gymnothorax buroensis,13186,6815,Arno and Eniwetok.,584,275,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,Xanthidae,unidentified xanthid crab fragments,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno and Eniwetok.,34,1997-02-11T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
6493,Gymnothorax buroensis,13187,6815,NA,584,275,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1997-02-11T00:00:00Z,NA,1997-06-20T00:00:00Z,NA,NA,NA
6493,Gymnothorax buroensis,13188,6815,Arno and Eniwetok.,584,275,zoobenthos,juv./adults,benth. crust.,stomatopods,NA,NA,unidentified,unidentified stomatopod fragments,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno and Eniwetok.,34,1997-02-11T00:00:00Z,NA,1997-11-18T00:00:00Z,NA,NA,NA
6662,Gymnothorax eurostus,13405,6982,NA,840B,3921,nekton,juv./adults,finfish,bony fish,NA,NA,Anguilliformes,unidentified eel,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1993-09-28T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
6662,Gymnothorax eurostus,21735,6982,NA,NA,9137,nekton,juv./adults,finfish,bony fish,NA,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,"Southern Japan, Hawaii, from Autralia to South Africa.",574,2001-05-24T00:00:00Z,NA,2001-05-28T00:00:00Z,574,2001-05-28T00:00:00Z,NA
6662,Gymnothorax eurostus,13406,6982,NA,840B,3921,nekton,juv./adults,finfish,bony fish,NA,NA,Labridae,wrasse,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1993-09-28T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
6662,Gymnothorax eurostus,13407,6982,Kona.,840B,13550,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,Xanthidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Kona. Predator size: 29.4-43.2 cm.,34,1993-09-28T00:00:00Z,34,1997-10-28T00:00:00Z,NA,NA,NA
6662,Gymnothorax eurostus,13408,6982,NA,840B,3921,zoobenthos,juv./adults,benth. crust.,lobsters,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1993-09-28T00:00:00Z,21,1997-11-18T00:00:00Z,NA,NA,NA
6662,Gymnothorax eurostus,13409,6982,Kona.,840B,13550,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,NA,NA,Caridea,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Kona. Predator size: 29.4-43.2 cm.,34,1993-09-28T00:00:00Z,34,1997-10-28T00:00:00Z,NA,NA,NA
6495,Gymnothorax fimbriatus,21742,6817,NA,NA,9137,nekton,juv./adults,finfish,bony fish,69,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-05-24T00:00:00Z,NA,2001-05-28T00:00:00Z,574,2001-05-28T00:00:00Z,NA
6495,Gymnothorax fimbriatus,13189,6817,NA,NA,9710,nekton,juv./adults,finfish,bony fish,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-03-09T00:00:00Z,NA,2000-03-09T00:00:00Z,NA,NA,NA
6495,Gymnothorax fimbriatus,21743,6817,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,20,common (6-20%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-05-24T00:00:00Z,NA,2001-07-01T00:00:00Z,574,2001-05-28T00:00:00Z,NA
6495,Gymnothorax fimbriatus,46331,6817,NA,356,57775,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,Decapoda,unidentifed crustacean shell,NA,NA,NA,NA,NA,NA,juv./adults,NA,309,2007-05-03T00:00:00Z,10,2014-09-13T00:00:00Z,NA,NA,NA
6495,Gymnothorax fimbriatus,13190,6817,NA,NA,9710,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-03-09T00:00:00Z,NA,2000-03-09T00:00:00Z,NA,NA,NA
5392,Gymnothorax flavimarginatus,11628,5651,Arno and Eniwetok.,584,275,nekton,juv./adults,finfish,bony fish,NA,NA,Blenniidae,Cirripectes variolosus,4404,NA,NA,NA,NA,NA,recruits/juv.,Locality: Arno and Eniwetok.,14,1992-05-21T00:00:00Z,34,1997-11-18T00:00:00Z,NA,NA,NA
5392,Gymnothorax flavimarginatus,21747,5651,NA,NA,9137,nekton,juv./adults,finfish,bony fish,69,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000). Also Ref. 2763.,574,2001-05-24T00:00:00Z,34,2004-03-05T00:00:00Z,574,2001-05-28T00:00:00Z,NA
5392,Gymnothorax flavimarginatus,11629,5651,NA,840B,3921,nekton,juv./adults,finfish,bony fish,NA,NA,Mullidae,Mulloidichthys flavolineatus,5983,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,14,1992-05-21T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
5392,Gymnothorax flavimarginatus,11630,5651,Arno and Eniwetok.,584,275,nekton,juv./adults,finfish,bony fish,NA,NA,Pomacentridae,Plectroglyphidodon dickii,5709,NA,NA,NA,NA,NA,recruits/juv.,Locality: Arno and Eniwetok.,14,1992-05-21T00:00:00Z,34,1997-11-18T00:00:00Z,NA,NA,NA
5392,Gymnothorax flavimarginatus,11631,5651,NA,840B,3921,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,14,1992-05-21T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
5392,Gymnothorax flavimarginatus,21748,5651,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,20,common (6-20%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-05-24T00:00:00Z,NA,2001-07-01T00:00:00Z,574,2001-05-28T00:00:00Z,NA
6380,Gymnothorax javanicus,21749,6701,NA,NA,9137,nekton,juv./adults,finfish,bony fish,69,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-05-24T00:00:00Z,NA,2001-05-25T00:00:00Z,574,2001-05-25T00:00:00Z,NA
6380,Gymnothorax javanicus,21750,6701,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,20,common (6-20%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-05-24T00:00:00Z,NA,2001-07-01T00:00:00Z,574,2001-05-25T00:00:00Z,NA
6380,Gymnothorax javanicus,13013,6701,Arno.,584,275,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,NA,NA,Alpheidae,unidentified,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Arno; no. of fish examined=2, sex undeveloped, size=10.2-28.7 cm.",34,1993-10-22T00:00:00Z,34,1997-11-18T00:00:00Z,NA,NA,NA
5394,Gymnothorax meleagris,21734,5653,NA,NA,9137,nekton,juv./adults,finfish,bony fish,NA,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,In subtropical regions in the Indo-Pacific Region. Also Ref. 2763.,574,2001-05-24T00:00:00Z,34,2004-03-05T00:00:00Z,574,2001-05-28T00:00:00Z,NA
5394,Gymnothorax meleagris,11634,5653,Kona.,840B,13550,nekton,juv./adults,finfish,bony fish,NA,NA,Pomacentridae,Plectroglyphidodon  imparipennis,NA,NA,NA,NA,NA,NA,recruits/juv.,Locality: Kona. Predator size: 45.5 cm.,34,1993-09-28T00:00:00Z,34,1997-10-17T00:00:00Z,NA,NA,NA
5394,Gymnothorax meleagris,11635,5653,NA,840B,3921,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,Portunidae,unidentified,NA,NA,NA,NA,NA,NA,adults,Locality: Not stated.,34,1993-09-28T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
5394,Gymnothorax meleagris,11636,5653,Kona.,840B,13550,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,Xanthidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Kona. Predator size: 32.1 cm.,34,1997-10-17T00:00:00Z,NA,1997-10-17T00:00:00Z,NA,NA,NA
6395,Gymnothorax pictus,21755,6716,NA,NA,9137,nekton,juv./adults,finfish,bony fish,69,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,West Pacific Region. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-05-24T00:00:00Z,NA,2001-05-28T00:00:00Z,574,2001-05-28T00:00:00Z,NA
6395,Gymnothorax pictus,13018,6716,Arno.,584,275,nekton,juv./adults,finfish,n.a./other finfish,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno.,34,1993-10-22T00:00:00Z,34,1997-11-18T00:00:00Z,NA,NA,NA
6395,Gymnothorax pictus,21756,6716,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,20,common (6-20%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,West Pacific Region. Commonness assumed from expanded Table 2 (p. 191) of Froese and Pauly (2000).,574,2001-05-24T00:00:00Z,NA,2001-07-01T00:00:00Z,574,2001-05-28T00:00:00Z,NA
4905,Gymnothorax undulatus,36520,5138,Northwestern Hawaiian Is.,840B,2763,nekton,juv./adults,finfish,bony fish,NA,NA,Apogonidae,Apogonidae,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Northwestern Hawaiian Is.,34,2004-03-05T00:00:00Z,NA,2004-03-05T00:00:00Z,NA,NA,NA
4905,Gymnothorax undulatus,21740,5138,NA,NA,9137,nekton,juv./adults,finfish,bony fish,69,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,Indo-Pacific to East Pacific.,574,2001-05-24T00:00:00Z,NA,2001-05-28T00:00:00Z,574,2001-05-28T00:00:00Z,NA
4905,Gymnothorax undulatus,10823,5138,Eniwetok.,584,275,nekton,juv./adults,finfish,bony fish,NA,NA,Labridae,Labridae,NA,NA,NA,NA,NA,NA,recruits/juv.,Locality: Eniwetok.,34,1993-10-22T00:00:00Z,34,2004-03-05T00:00:00Z,NA,NA,NA
4905,Gymnothorax undulatus,36516,5138,Northwestern Hawaiian Is.,840B,2763,nekton,juv./adults,finfish,bony fish,NA,NA,Mullidae,Mullidae,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Northwestern Hawaiian Is.,34,2004-03-05T00:00:00Z,NA,2004-03-05T00:00:00Z,NA,NA,NA
4905,Gymnothorax undulatus,10824,5138,Eniwetok.,584,275,nekton,juv./adults,finfish,bony fish,NA,NA,Pomacentridae,Pomacentridae,NA,NA,NA,NA,NA,NA,recruits/juv.,Locality: Eniwetok.,34,1993-10-22T00:00:00Z,34,2004-03-05T00:00:00Z,NA,NA,NA
4905,Gymnothorax undulatus,49532,5138,NA,462,81697,nekton,juv./adults,finfish,n.a./other finfish,NA,NA,unspecified fish,unspecified fish,NA,NA,NA,NA,NA,NA,juv./adults,NA,393,2009-08-14T00:00:00Z,NA,2009-08-14T00:00:00Z,NA,NA,NA
4905,Gymnothorax undulatus,21741,5138,NA,NA,9137,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,20,common (6-20%),crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,Indo-Pacific to East Pacific.,574,2001-05-24T00:00:00Z,NA,2001-07-01T00:00:00Z,574,2001-05-28T00:00:00Z,NA
65073,Halichoeres claudia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12663,Halichoeres hortulanus,17161,13008,NA,NA,9823,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,crustaceans,unspecified crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-12-22T00:00:00Z,NA,2000-12-22T00:00:00Z,NA,NA,NA
12663,Halichoeres hortulanus,17162,13008,NA,NA,9823,zoobenthos,juv./adults,echinoderms,sea urchins,NA,NA,sea urchins,unspecified sea urchins,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-12-22T00:00:00Z,NA,2000-12-22T00:00:00Z,NA,NA,NA
12663,Halichoeres hortulanus,17163,13008,NA,NA,9823,zoobenthos,juv./adults,mollusks,n.a./other mollusks,NA,NA,mollusks,unspecified mollusks,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-12-22T00:00:00Z,NA,2001-06-21T00:00:00Z,574,2001-06-21T00:00:00Z,NA
5630,Halichoeres margaritaceus,12042,5924,Eastern Canada.,124,9710,nekton,juv./adults,finfish,bony fish,NA,NA,finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-11-13T00:00:00Z,NA,2000-11-13T00:00:00Z,NA,NA,NA
5630,Halichoeres margaritaceus,12043,5924,Eastern Canada.,124,9710,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,benthic crustaceans,unspecified benthic crustaceans,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-11-13T00:00:00Z,NA,2000-11-13T00:00:00Z,NA,NA,NA
5630,Halichoeres margaritaceus,12044,5924,Eastern Canada.,124,9710,zoobenthos,juv./adults,mollusks,n.a./other mollusks,NA,NA,mollusks,unspecified mollusks,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-11-13T00:00:00Z,NA,2001-06-21T00:00:00Z,574,2001-06-21T00:00:00Z,NA
5630,Halichoeres margaritaceus,12045,5924,Eastern Canada.,124,9710,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. invertebrates,NA,NA,Foraminferans,unspecified Foraminferans,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-11-13T00:00:00Z,NA,2000-11-13T00:00:00Z,NA,NA,NA
5630,Halichoeres margaritaceus,12046,5924,Eastern Canada.,124,9710,zoobenthos,juv./adults,worms,polychaetes,NA,NA,polychaetes,unspecified polychaetes,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-11-13T00:00:00Z,NA,2000-11-13T00:00:00Z,NA,NA,NA
5630,Halichoeres margaritaceus,12047,5924,Eastern Canada.,124,9710,zooplankton,eggs,fish (early stages),fish eggs/larvae,NA,NA,fish eggs/larvae,eggs/larvae of unspecified fishes,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-11-13T00:00:00Z,574,2000-11-13T00:00:00Z,574,2000-11-13T00:00:00Z,NA
5631,Halichoeres marginatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5634,Halichoeres trimaculatus,12049,5928,NA,584,275,nekton,juv./adults,finfish,bony fish,NA,NA,Apogonidae,Apogon novemfaciatus,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1997-03-18T00:00:00Z,NA,1997-06-20T00:00:00Z,NA,NA,NA
5634,Halichoeres trimaculatus,12050,5928,NA,584,275,nekton,juv./adults,finfish,n.a./other finfish,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1997-03-18T00:00:00Z,309,2004-09-23T00:00:00Z,NA,NA,NA
5634,Halichoeres trimaculatus,12051,5928,NA,584,275,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1997-03-18T00:00:00Z,NA,1997-08-17T00:00:00Z,NA,NA,NA
5634,Halichoeres trimaculatus,12052,5928,NA,584,275,zoobenthos,juv./adults,benth. crust.,amphipods,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1997-03-18T00:00:00Z,NA,1997-06-20T00:00:00Z,NA,NA,NA
5634,Halichoeres trimaculatus,38414,5928,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,benth. crust.,benth. copepods,NA,NA,Harpacticoida,harpacticoid copepods,NA,NA,NA,NA,NA,NA,recruits/juv.,"Locality: Amitori Bay, Iriomote Island. Fish length: 2-4.4 cm SL",309,2004-08-17T00:00:00Z,NA,2004-08-17T00:00:00Z,NA,NA,NA
5634,Halichoeres trimaculatus,12053,5928,NA,584,275,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,hermit crabs,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1997-03-18T00:00:00Z,NA,1997-06-20T00:00:00Z,NA,NA,NA
