SpecCode,Species,AutoCtr,StockCode,FamCode,PopLWRef,LengthMin,LengthMax,Type,LmaxCompare,EsQ,Number,Sex,a,aTL,b,CoeffDetermination,SEa,SEb,SDa,SDb,LCLa,UCLa,LCLb,UCLb,Method,Locality,DataRef,C_Code,Comment,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS
5602,Cheilinus oxycephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5603,Cheilinus trilobatus,7476,5895,362,26849,2.6,13.4,TL,NA,NA,42,unsexed,0.021,0.021,2.972,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26849,638,NA,3,1998-06-17T00:00:00Z,NA,1998-06-17T00:00:00Z,NA,NA,NA
5603,Cheilinus trilobatus,7477,5895,362,55787,8.5,24,FL,NA,NA,9,mixed,0.01623,0.01623,3.05947,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  8.5%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5604,Cheilinus undulatus,7478,5896,362,26587,23,93,TL,NA,NA,15,unsexed,0.0123,0.0123,3.115,0.996,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,NA,3,1998-05-21T00:00:00Z,NA,1998-05-22T00:00:00Z,NA,NA,NA
5604,Cheilinus undulatus,7479,5896,362,51676,15,120,TL,NA,NA,209,unsexed,0.0211,0.0211,2.959,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,NA,598,Includes samples (21 fish) from New Caledonia.,3,2005-03-18T00:00:00Z,NA,2005-03-18T00:00:00Z,NA,NA,NA
5604,Cheilinus undulatus,7480,5896,362,55787,23,93,FL,NA,NA,16,mixed,0.01131,0.01131,3.1362,0.996,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  4.4%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5623,Cheilio inermis,7493,5917,362,26177,2.3,37,TL,NA,NA,197,unsexed,0.004,0.004,3.01,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Malatapay, Negros Oriental, 1995",26177,608,NA,3,1998-02-26T00:00:00Z,NA,1998-02-26T00:00:00Z,NA,NA,NA
5623,Cheilio inermis,7494,5917,362,26587,5.8,23.7,TL,NA,NA,12,unsexed,0.00362,0.00362,3.066,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,NA,3,1998-05-21T00:00:00Z,NA,1998-05-22T00:00:00Z,NA,NA,NA
5623,Cheilio inermis,7495,5917,362,55787,5.8,23.7,FL,NA,NA,12,mixed,0.00349,0.00349,3.08157,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  8.5%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5781,Cheilodipterus macrodon,7650,6076,304,26587,6,12.5,FL,NA,NA,51,unsexed,0.00413,0.00337,3.577,0.92737,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,NA,3,1998-06-13T00:00:00Z,NA,1998-06-13T00:00:00Z,NA,NA,NA
5781,Cheilodipterus macrodon,7651,6076,304,55787,8,18.5,FL,NA,NA,16,mixed,0.0054,0.00444,3.4328,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  6.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5482,Cheilodipterus quinquelineatus,7319,5757,304,26177,2.3,11.2,TL,NA,NA,122,unsexed,0.01,0.01,3.11,0.9801,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Malatapay, Negros Oriental, 1995",26177,608,NA,3,1998-02-26T00:00:00Z,NA,1998-02-26T00:00:00Z,NA,NA,NA
5482,Cheilodipterus quinquelineatus,7320,5757,304,26587,3.5,11,FL,NA,NA,125,unsexed,0.0163,0.01241,3.004,0.95844,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-13T00:00:00Z,3,1998-05-18T00:00:00Z,NA,NA,NA
5482,Cheilodipterus quinquelineatus,7321,5757,304,55787,3,11,FL,NA,NA,194,mixed,0.01607,0.01224,2.99923,0.94868,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  11.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
12966,Cypselurus simus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5547,Chlorurus frontalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60479,Chlorurus microrhinos,10031,50280,364,3807,NA,NA,NA,NA,NA,NA,unsexed,0.0133,NA,3.132,0.98804,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Woleai Atoll, Yap State, 1991",3807,583,condition factor = 2.121,3,1992-06-14T00:00:00Z,NA,1994-01-31T00:00:00Z,NA,NA,NA
60479,Chlorurus microrhinos,10032,50280,364,13619,10.5,49.9,SL,No,NA,85,mixed,0.0655,0.0399,2.85,0.97417,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lizard Is. (14<b0>40'S, 145<b0>28'E) and Outer Barrier Reefs",13619,036,NA,3,1997-11-23T00:00:00Z,3,2010-05-21T00:00:00Z,NA,NA,NA
60479,Chlorurus microrhinos,10033,50280,364,26587,4,53,FL,NA,NA,21,unsexed,0.0273,0.0165,2.93,0.998,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Not given,26587,540,Update of estimate in Ref. 5525 (as <i>S. gibbus</i>).,3,1998-05-21T00:00:00Z,14,2003-08-13T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,7415,5846,364,3807,NA,NA,NA,NA,NA,NA,unsexed,0.0127,NA,3.141,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Woleai Atoll, Yap State, 1991",3807,583,condition factor = 1.940,3,1992-06-14T00:00:00Z,NA,1994-01-31T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,7416,5846,364,13619,7.7,22.4,SL,NA,NA,67,mixed,0.0257,0.01204,3.15,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lizard Is. (14<b0>40'S, 145<b0>28'E) and Outer Barrier Reefs",13619,036,NA,3,1997-12-26T00:00:00Z,3,2010-05-21T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,7417,5846,364,26587,3.5,37,TL,NA,NA,124,unsexed,0.0319,0.0319,2.927,0.996,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-18T00:00:00Z,3,2010-05-21T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,7418,5846,364,48600,9,22,TL,NA,NA,111,unsexed,0.00894,0.00894,3.295,0.97023,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lakshadweep lagoons, 1993-97",48600,356,NA,3,2003-09-05T00:00:00Z,NA,2003-09-05T00:00:00Z,NA,NA,NA
5556,Chlorurus sordidus,7419,5846,364,55787,2.3,37,FL,NA,NA,158,mixed,0.02431,0.02431,2.96931,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  7.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5668,Chromis acares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5669,Chromis agilis,7558,5962,350,30504,3.2,3.2,TL,NA,NA,1,unsexed,0.00348,0.00348,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5669,Chromis agilis,7559,5962,350,30504,NA,NA,SL,NA,Yes,1,unsexed,0.0379,0.01258,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5450,Chromis atripectoralis,7276,5718,350,26587,3.5,9,FL,NA,NA,24,unsexed,0.0204,0.0118,3.217,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,NA,3,1998-05-21T00:00:00Z,NA,1998-05-21T00:00:00Z,NA,NA,NA
5450,Chromis atripectoralis,7277,5718,350,55787,3.5,9,FL,NA,NA,24,mixed,0.01791,0.01023,3.29073,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  10.4%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
8126,Chromis iomelas,8497,8437,350,26587,3.5,8,FL,NA,NA,24,unsexed,0.0315,0.01563,2.916,0.96432,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-29T00:00:00Z,3,1998-05-21T00:00:00Z,NA,NA,NA
8126,Chromis iomelas,8498,8437,350,55787,3.5,6.5,FL,NA,NA,9,mixed,0.01505,0.00667,3.38293,0.9722,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  7.9%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5675,Chromis margaritifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5678,Chromis vanderbilti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5679,Chromis viridis,7566,5972,350,26587,2,7,FL,NA,NA,139,unsexed,0.0642,0.04195,2.518,0.88925,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,Update of estimate in Ref. 5525 (as <i>C. caerulea</i>).,3,1998-05-21T00:00:00Z,3,1999-07-06T00:00:00Z,NA,NA,NA
5679,Chromis viridis,8130,5972,350,30504,6.3,6.3,TL,NA,NA,1,unsexed,0.0188,0.0188,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5679,Chromis viridis,8131,5972,350,30504,NA,NA,SL,NA,Yes,1,unsexed,0.0376,0.01695,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5679,Chromis viridis,8132,5972,350,48600,3,9.8,TL,yes,NA,1079,unsexed,0.02445,0.02445,2.784,0.88925,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lakshadweep lagoons, 1993-97",48600,356,Name applied to <i>Chromis caeruleus</i>.,3,2003-09-24T00:00:00Z,14,2013-04-26T00:00:00Z,NA,NA,NA
5679,Chromis viridis,7567,5972,350,55787,2,7,FL,NA,NA,144,mixed,0.03507,0.02148,2.89965,0.86862,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  16%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5682,Chromis xanthura,7569,5975,350,52323,NA,NA,TL,NA,NA,NA,mixed,0.009,0.009,2.773,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Presumably Philippines.,NA,608,NA,1,2005-12-12T00:00:00Z,NA,2005-12-12T00:00:00Z,NA,NA,NA
5697,Chrysiptera brownriggii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5696,Chrysiptera glauca,7580,5989,350,30504,6.3,7.8,TL,NA,NA,2,unsexed,0.02166,0.02166,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5696,Chrysiptera glauca,7581,5989,350,30504,5.2,6.5,SL,NA,Yes,2,unsexed,0.03796,0.01828,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5614,Cirrhilabrus exquisitus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12728,Cirrhilabrus scottorum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5830,Cirrhitichthys oxycephalus,7692,6150,352,30504,NA,NA,SL,NA,Yes,1,unsexed,0.03315,0.0187,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5830,Cirrhitichthys oxycephalus,7693,6150,352,59088,2.4,8.51,TL,NA,NA,1760,unsexed,0.0138,NA,3.117,0.98406,NA,0.009,NA,NA,NA,NA,NA,NA,type I linear regression,"Bah<ed>a de La Paz (24<b0>06'-24<b0>48'N; 110<b0>15'-110<b0>39'W), Gulf of California, 2000-2003",59088,484,NA,3,2008-12-09T00:00:00Z,NA,2011-11-03T00:00:00Z,NA,NA,NA
4404,Cirripectes variolosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5624,Coris aygula,7496,5918,362,30504,46,48,TL,NA,NA,2,unsexed,0.01452,0.01452,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5624,Coris aygula,7497,5918,362,30504,40,42.5,SL,NA,NA,2,unsexed,0.02149,0.01372,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5624,Coris aygula,7498,5918,362,55787,32.5,55,FL,NA,NA,11,mixed,0.00266,0.00266,3.48857,0.98406,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  5.2%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5625,Coris gaimard,7499,5919,362,30504,15.7,15.7,TL,NA,NA,1,unsexed,0.0109,0.0109,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5625,Coris gaimard,7500,5919,362,30504,NA,NA,SL,NA,NA,1,unsexed,0.01715,0.01082,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5959,Corythoichthys flavofasciatus,7748,6268,258,30504,13,13,TL,NA,NA,1,unsexed,0.001,0.001,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5959,Corythoichthys flavofasciatus,7749,6268,258,30504,NA,NA,SL,NA,NA,1,unsexed,0.00113,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
6012,Ctenochaetus binotatus,7806,6326,412,26587,8.5,15,FL,NA,NA,13,unsexed,0.081,0.07086,2.59,0.93122,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26587,540,NA,3,1998-05-21T00:00:00Z,NA,1998-05-21T00:00:00Z,NA,NA,NA
6012,Ctenochaetus binotatus,7807,6326,412,55787,8.5,15.3,FL,NA,NA,18,mixed,0.03916,0.03376,2.87463,0.93896,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  9.3%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
59589,Ctenochaetus flavicauda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1262,Ctenochaetus striatus,3147,1279,412,3807,NA,NA,NA,NA,NA,NA,unsexed,0.021,NA,3.04,0.97614,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Woleai Atoll, Yap State, 1991",3807,583,condition factor = 2.384,3,1992-06-14T00:00:00Z,NA,1994-01-27T00:00:00Z,NA,NA,NA
1262,Ctenochaetus striatus,3148,1279,412,26587,3.8,21,FL,NA,NA,133,unsexed,0.0254,0.01702,3.027,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-19T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
1262,Ctenochaetus striatus,3149,1279,412,26849,4.1,16,TL,NA,NA,71,unsexed,0.0137,0.0137,3.083,0.96629,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26849,638,NA,3,1998-06-17T00:00:00Z,NA,1998-06-17T00:00:00Z,NA,NA,NA
1262,Ctenochaetus striatus,3150,1279,412,27143,2.8,19.7,SL,NA,NA,176,unsexed,0.0409,0.01604,3.066,0.99202,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Eastern coast, coral reefs",27143,036,NA,3,1998-08-21T00:00:00Z,NA,2001-12-13T00:00:00Z,NA,NA,NA
1262,Ctenochaetus striatus,3151,1279,412,55787,3.8,21,FL,NA,NA,180,mixed,0.02313,0.01542,3.06347,0.99002,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  7.7%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
7238,Ctenogobiops feroculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5110,Dascyllus aruanus,7036,5345,350,26587,2.4,6.5,FL,NA,NA,105,unsexed,0.0716,0.05916,2.635,0.91012,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-17T00:00:00Z,3,1998-05-21T00:00:00Z,NA,NA,NA
5110,Dascyllus aruanus,7037,5345,350,26849,2.3,9,TL,NA,NA,150,unsexed,0.0289,0.0289,3.035,0.92544,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,26849,638,NA,3,1998-06-17T00:00:00Z,NA,1998-06-17T00:00:00Z,NA,NA,NA
5110,Dascyllus aruanus,7038,5345,350,48600,1.3,10,TL,NA,NA,770,unsexed,0.0964,0.0964,2.333,0.87049,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Lakshadweep lagoons, 1993-97",48600,356,NA,3,2003-09-24T00:00:00Z,NA,2003-09-24T00:00:00Z,NA,NA,NA
5110,Dascyllus aruanus,7039,5345,350,52323,NA,NA,TL,NA,NA,NA,mixed,0.0136,0.0136,2.686,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Presumably Philippines.,NA,608,NA,1,2005-12-12T00:00:00Z,NA,2005-12-12T00:00:00Z,NA,NA,NA
5110,Dascyllus aruanus,7040,5345,350,55787,2.4,6.5,FL,NA,NA,112,mixed,0.04151,0.03343,2.98888,0.89114,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  12.9%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
11972,Dascyllus flavicaudus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5112,Dascyllus trimaculatus,7041,5347,350,30840,8.2,11.4,SL,NA,NA,3,unsexed,0.108,0.05456,2.75,0.95648,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,3,1999-08-07T00:00:00Z,NA,NA,NA
5112,Dascyllus trimaculatus,7042,5347,350,52323,NA,NA,TL,NA,NA,NA,mixed,0.0716,0.0716,2.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,Presumably Philippines.,NA,608,NA,1,2005-12-12T00:00:00Z,NA,2005-12-12T00:00:00Z,NA,NA,NA
5112,Dascyllus trimaculatus,7043,5347,350,55787,5.5,13.5,FL,NA,NA,10,mixed,0.03132,0.02577,3.04325,0.99401,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  5.7%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
1022,Diodon hystrix,2595,1038,449,6937,10.3,34.5,TL,NA,NA,30,unsexed,0.532,NA,2.276,0.99,0.035,0.038,NA,NA,NA,NA,NA,NA,type I linear regression,Southern Florida,6937,840,NA,82,1994-05-13T00:00:00Z,3,2011-07-29T00:00:00Z,NA,NA,NA
1022,Diodon hystrix,2596,1038,449,26587,28,75,TL,NA,yes,22,unsexed,0.285,0.285,2.345,0.89492,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-24T00:00:00Z,3,2012-03-30T00:00:00Z,NA,NA,NA
1022,Diodon hystrix,2597,1038,449,55787,28,75,TL,NA,yes,22,mixed,0.193,0.19343,2.472,0.964,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  9.5%,1531,2005-12-06T00:00:00Z,NA,2011-07-29T00:00:00Z,NA,NA,NA
13764,Diplogrammus goramensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2467,Echeneis naucrates,4819,2661,313,6937,43,47.9,TL,NA,Yes,5,unsexed,0.127,NA,2.113,0.98,0.006,0.165,NA,NA,NA,NA,NA,NA,type I linear regression,Southern Florida,6937,840,NA,82,1994-05-13T00:00:00Z,3,2011-07-29T00:00:00Z,NA,NA,NA
2467,Echeneis naucrates,4820,2661,313,26587,14,88,TL,NA,NA,177,unsexed,0.00102,0.00102,3.29,0.95063,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-13T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
2467,Echeneis naucrates,4821,2661,313,55787,12,84.5,FL,NA,NA,342,mixed,7.5e-4,7.5e-4,3.35779,0.96432,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  9.4%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5388,Echidna nebulosa,7206,5647,56,30504,28.2,28.2,TL,NA,NA,1,unsexed,0.00116,0.00116,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,single L-W pair with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5606,Epibulus insidiator,7483,5898,362,30504,10.5,27.5,TL,NA,NA,2,unsexed,0.01646,0.01646,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5606,Epibulus insidiator,7484,5898,362,30504,9.3,21,SL,NA,NA,2,unsexed,0.02959,0.01448,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
5606,Epibulus insidiator,7485,5898,362,55787,8.7,35,FL,NA,NA,19,mixed,0.01614,0.01405,3.08102,0.97023,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  11.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
5348,Epinephelus fasciatus,7152,5587,289,1238,18,52,TL,Yes,yes,NA,unsexed,0.0161,0.0161,2.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,"Alexandria, 1962",1238,818,"Outside geographic range, probabaly a misidentification.",3,1994-06-12T00:00:00Z,3,1994-06-19T00:00:00Z,NA,NA,NA
5348,Epinephelus fasciatus,7153,5587,289,26587,10,33.5,TL,NA,NA,117,unsexed,0.0229,0.0229,2.877,0.97812,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,lagoon,26587,540,Update of estimate in Ref. 5525.,3,1993-06-13T00:00:00Z,3,1998-05-22T00:00:00Z,NA,NA,NA
5348,Epinephelus fasciatus,7154,5587,289,55787,8.9,36.5,FL,NA,NA,165,mixed,0.01383,0.01383,3.04066,0.97023,NA,NA,NA,NA,NA,NA,NA,NA,type I linear regression,NA,55787,540,Error:  9.6%,1531,2005-12-06T00:00:00Z,NA,2005-12-06T00:00:00Z,NA,NA,NA
6660,Epinephelus hexagonatus,8115,6980,289,30504,17.2,22.5,TL,NA,NA,4,unsexed,0.01401,0.01401,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,several L-W pairs with b=3,NA,NA,NA,Estimated from length-weight pairs in the BRAINS table.,1,1999-06-15T00:00:00Z,NA,1999-06-15T00:00:00Z,NA,NA,NA
